"Dept.","Crs.Name","Sec.Min.Cred","Term","Year","Semester","Enroll.Cap","Enrolled","Start.Time","End.Time","Bldg","Csm.Room","Days","Division","Crs.Level"
"ART","ART-100",3,"15/FA",2015,"FA",16,17," 1:00 PM"," 4:10 PM","LANG","208","MW","HFA","100"
"ART","ART-100",3,"15/WI",2015,"WI",16,15," 10:20 AM"," 12:15 PM","LANG","208","MTWTH","HFA","100"
"ART","ART-100",3,"15/WI",2015,"WI",16,15," 1:20 PM"," 3:35 PM","LANG","208","MTWTH","HFA","100"
"ART","ART-100",3,"13/FA",2013,"FA",16,18," 2:10 PM"," 5:10 PM","LANG","208","MW","HFA","100"
"ART","ART-100",3,"13/SP",2013,"SP",16,13," 1:00 PM"," 4:10 PM","LANG","208","TTH","HFA","100"
"ART","ART-100",3,"14/FA",2014,"FA",16,17," 1:00 PM"," 4:00 PM","LANG","208","MW","HFA","100"
"ART","ART-100",3,"14/SP",2014,"SP",16,15," 1:00 PM"," 4:10 PM","LANG","208","TTH","HFA","100"
"ART","ART-100",3,"15/SP",2015,"SP",16,17," 1:00 PM"," 4:10 PM","LANG","208","TTH","HFA","100"
"ART","ART-100",3,"16/SP",2016,"SP",16,15," 8:00 AM"," 11:10 AM","LANG","108","TTH","HFA","100"
"ART","ART-100",3,"16/FA",2016,"FA",16,16," 8:00 AM"," 11:10 AM","LANG","208","TTH","HFA","100"
"ART","ART-100",3,"17/FA",2017,"FA",16,11," 1:00 PM"," 4:10 PM","LANG","208","MW","HFA","100"
"ART","ART-100",3,"17/SP",2017,"SP",16,14," 8:00 AM"," 11:00 AM","LANG","208","TTH","HFA","100"
"ART","ART-100",3,"18/SP",2018,"SP",16,15," 8:00 AM"," 11:10 AM","LANG","208","TTH","HFA","100"
"ART","ART-101",3,"13/SP",2013,"SP",16,17," 1:00 PM"," 3:05 PM","LANG","208","MWF","HFA","100"
"ART","ART-101",3,"14/SP",2014,"SP",16,18," 1:00 PM"," 3:05 PM","LANG","208","MWF","HFA","100"
"ART","ART-101",3,"16/SP",2016,"SP",16,17," 1:00 PM"," 3:05 PM","LANG","208","MWF","HFA","100"
"ART","ART-101",3,"17/SP",2017,"SP",16,20," 1:00 PM"," 3:05 PM","LANG","208","MWF","HFA","100"
"ART","ART-101",3,"18/SP",2018,"SP",12,19," 1:00 PM"," 3:05 PM","LANG","208","MWF","HFA","100"
"ART","ART-101",3,"15/SP",2015,"SP",16,15," 8:00 AM"," 11:10 AM","LANG","208","TTH","HFA","100"
"ART","ART-103",3,"13/SP",2013,"SP",14,15," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-103",3,"14/SP",2014,"SP",14,13," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-103",3,"15/FA",2015,"FA",16,14," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-103",3,"15/SP",2015,"SP",16,16," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-103",3,"16/SP",2016,"SP",14,15," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-103",3,"17/SP",2017,"SP",14,15," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-107",3,"13/SP",2013,"SP",24,25," 1:00 PM"," 2:30 PM","COVE","3","TTH","HFA","100"
"ART","ART-107",3,"13/SP",2013,"SP",24,25," 1:00 PM"," 4:00 PM","COVE","4","TTH","HFA","100"
"ART","ART-107",3,"14/SP",2014,"SP",24,19," 8:00 AM"," 11:10 AM","COVE","4","TTH","HFA","100"
"ART","ART-107",3,"15/SU",2015,"SU",15,3," 9:05 AM"," 12:35 PM","COVE","4","MTWTHF","HFA","100"
"ART","ART-107",3,"15/SU",2015,"SU",15,3," 9:05 AM"," 12:35 PM","LANG","207","MTWTHF","HFA","100"
"ART","ART-107",3,"15/WI",2015,"WI",18,18," 10:20 AM"," 12:15 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-107",3,"15/WI",2015,"WI",18,18," 1:20 PM"," 3:35 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-107",3,"16/FA",2016,"FA",18,16," 1:00 PM"," 4:10 PM","COVE","4","TTH","HFA","100"
"ART","ART-107",3,"17/FA",2017,"FA",18,16," 1:00 PM"," 4:10 PM","LANG","201","TTH","HFA","100"
"ART","ART-108",3,"13/WI",2013,"WI",24,23," 10:55 AM"," 1:10 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-108",3,"13/WI",2013,"WI",24,23," 3:45 PM"," 5:30 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-108",3,"14/WI",2014,"WI",24,24," 10:20 AM"," 12:15 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-108",3,"14/WI",2014,"WI",24,24," 1:20 PM"," 3:35 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-108",3,"15/SP",2015,"SP",18,17," 1:00 PM"," 4:10 PM","COVE","4","TTH","HFA","100"
"ART","ART-108",3,"16/SP",2016,"SP",18,18," 1:00 PM"," 4:00 PM","COVE","4","TTH","HFA","100"
"ART","ART-108",3,"17/WI",2017,"WI",18,14," 1:30 PM"," 4:00 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-108",3,"17/WI",2017,"WI",18,14," 9:30 AM"," 12:30 PM","COVE","4","MTWTH","HFA","100"
"ART","ART-120",1,"14/WI",2014,"WI",16,15," 3:45 PM"," 5:45 PM","LANG","209","TWTH","HFA","100"
"ART","ART-120",1,"16/SP",2016,"SP",16,15," 4:30 PM"," 5:30 PM","LANG","209","MW","HFA","100"
"ART","ART-120",1,"16/FA",2016,"FA",16,8," 4:30 PM"," 6:30 PM","LANG","209","T","HFA","100"
"ART","ART-125",3,"13/FA",2013,"FA",14,14," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-125",3,"14/FA",2014,"FA",16,15," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-125",3,"17/FA",2017,"FA",14,11," 1:00 PM"," 4:10 PM","LANG","109","TTH","HFA","100"
"ART","ART-130",3,"13/WI",2013,"WI",16,16," 10:30 AM"," 12:15 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"13/WI",2013,"WI",16,16," 1:30 PM"," 3:35 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"14/WI",2014,"WI",16,17," 10:20 AM"," 12:15 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"14/WI",2014,"WI",16,17," 1:20 PM"," 3:35 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"15/WI",2015,"WI",16,16," 10:20 AM"," 12:15 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"15/WI",2015,"WI",16,16," 1:20 PM"," 3:35 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"16/WI",2016,"WI",16,17," 1:00 PM"," 3:30 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"16/WI",2016,"WI",16,17," 9:00 AM"," 12:00 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"17/WI",2017,"WI",16,17," 1:00 PM"," 3:30 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"17/WI",2017,"WI",16,17," 9:00 AM"," 12:00 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"13/SP",2013,"SP",16,16," 1:00 PM"," 2:30 PM","LANG","204","TTH","HFA","100"
"ART","ART-130",3,"13/SP",2013,"SP",16,16," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-130",3,"14/SP",2014,"SP",16,19," 2:05 PM"," 4:10 PM","LANG","209","MWF","HFA","100"
"ART","ART-130",3,"15/SP",2015,"SP",16,17," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-130",3,"16/SP",2016,"SP",16,16," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-130",3,"13/FA",2013,"FA",16,16," 10:20 AM"," 12:20 PM","LANG","209","MWF","HFA","100"
"ART","ART-130",3,"16/FA",2016,"FA",16,12," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-130",3,"17/SP",2017,"SP",16,14," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-130",3,"14/FA",2014,"FA",16,17," 10:20 AM"," 12:20 PM","LANG","209","MWF","HFA","100"
"ART","ART-130",3,"15/FA",2015,"FA",16,16," 10:20 AM"," 12:20 PM","LANG","209","MWF","HFA","100"
"ART","ART-130",3,"18/SP",2018,"SP",16,16," 1:00 PM"," 4:10 PM","LANG","209","TTH","HFA","100"
"ART","ART-130",3,"17/FA",2017,"FA",16,8," 10:20 AM"," 12:20 PM","LANG","209","MWF","HFA","100"
"ART","ART-130",3,"18/WI",2018,"WI",16,16," 1:00 PM"," 3:30 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-130",3,"18/WI",2018,"WI",16,16," 9:00 AM"," 12:00 PM","LANG","209","MTWTH","HFA","100"
"ART","ART-132",3,"16/FA",2016,"FA",14,9," 10:20 AM"," 12:20 PM","LANG","108","MWF","HFA","100"
"ART","ART-132",3,"17/FA",2017,"FA",16,7," 10:20 AM"," 12:20 PM","LANG","108","MWF","HFA","100"
"ART","ART-199T",2,"17/FA",2017,"FA",25,20," 8:00 AM"," 9:00 AM","LANG","201","MW","HFA","100"
"ART","ART-201",3,"15/FA",2015,"FA",18,16," 2:10 PM"," 4:10 PM","COVE","4","MWF","HFA","200"
"ART","ART-201",3,"16/FA",2016,"FA",18,18," 2:10 PM"," 4:10 PM","COVE","4","MWF","HFA","200"
"ART","ART-201",3,"16/SP",2016,"SP",18,18," 2:10 PM"," 4:10 PM","COVE","4","MWF","HFA","200"
"ART","ART-201",3,"17/FA",2017,"FA",18,15," 2:10 PM"," 4:10 PM","LANG","201","MWF","HFA","200"
"ART","ART-201",3,"17/SP",2017,"SP",18,18," 2:10 PM"," 4:10 PM","COVE","4","MWF","HFA","200"
"ART","ART-201",3,"18/SP",2018,"SP",18,19," 2:10 PM"," 4:10 PM","LANG","201","MWF","HFA","200"
"ART","ART-201",3,"13/FA",2013,"FA",24,24," 8:00 AM"," 11:10 AM","COVE","4","TTH","HFA","200"
"ART","ART-201",3,"14/FA",2014,"FA",18,17," 1:00 PM"," 4:10 PM","COVE","4","TTH","HFA","200"
"ART","ART-201",3,"15/SP",2015,"SP",18,20," 2:10 PM"," 4:10 PM","COVE","4","MWF","HFA","200"
"ART","ART-205",3,"16/WI",2016,"WI",18,4," 1:30 PM"," 4:00 PM","COVE","4","MTWTH","HFA","200"
"ART","ART-205",3,"16/WI",2016,"WI",18,4," 9:30 AM"," 12:30 PM","COVE","4","MTWTH","HFA","200"
"ART","ART-205",3,"18/WI",2018,"WI",18,9," 1:30 PM"," 4:00 PM","LANG","201","MTWTH","HFA","200"
"ART","ART-205",3,"18/WI",2018,"WI",18,9," 9:30 AM"," 12:30 PM","LANG","201","MTWTH","HFA","200"
"ART","ART-207",3,"15/FA",2015,"FA",18,7," 1:00 PM"," 4:00 PM","COVE","4","TTH","HFA","200"
"ART","ART-207",3,"17/SP",2017,"SP",16,5," 1:00 PM"," 4:00 PM","COVE","4","TTH","HFA","200"
"ART","ART-207",3,"18/SP",2018,"SP",15,16," 1:00 PM"," 4:00 PM","LANG","201","TTH","HFA","200"
"ART","ART-230",3,"13/SP",2013,"SP",14,14," 1:00 PM"," 3:05 PM","LANG","109","MWF","HFA","200"
"ART","ART-230",3,"14/SP",2014,"SP",14,16," 1:00 PM"," 3:05 PM","LANG","108","MWF","HFA","200"
"ART","ART-230",3,"16/SP",2016,"SP",12,12," 1:00 PM"," 3:05 PM","LANG","108","MWF","HFA","200"
"ART","ART-230",3,"18/SP",2018,"SP",12,11," 1:00 PM"," 4:00 PM","LANG","108","MW","HFA","200"
"ART","ART-239",3,"14/SP",2014,"SP",25,25," 2:40 PM"," 4:10 PM","KAIC","100","TTH","HFA","200"
"ART","ART-239",3,"15/SP",2015,"SP",25,27," 3:20 PM"," 4:20 PM","KAIC","107","MWF","HFA","200"
"ART","ART-239",3,"16/SP",2016,"SP",25,23," 2:10 PM"," 3:10 PM","KAIC","100","MWF","HFA","200"
"ART","ART-239",3,"17/SP",2017,"SP",25,15," 2:10 PM"," 3:10 PM","STRA","201","MWF","HFA","200"
"ART","ART-240",3,"13/FA",2013,"FA",25,29," 3:20 PM"," 4:20 PM","JAAC","105","MWF","HFA","200"
"ART","ART-240",3,"15/FA",2015,"FA",25,23," 2:10 PM"," 3:10 PM","LANG","202","MWF","HFA","200"
"ART","ART-240",3,"16/FA",2016,"FA",25,19," 2:10 PM"," 3:10 PM","LANG","202","MWF","HFA","200"
"ART","ART-240",3,"17/FA",2017,"FA",25,12," 2:10 PM"," 3:10 PM","LANG","202","MWF","HFA","200"
"ART","ART-240",3,"14/FA",2014,"FA",25,25," 2:10 PM"," 3:10 PM","LANG","202","MWF","HFA","200"
"ART","ART-302",3,"14/WI",2014,"WI",16,14," 10:20 AM"," 12:15 PM","LANG","108","MTWTH","HFA","300"
"ART","ART-302",3,"14/WI",2014,"WI",16,14," 1:20 PM"," 3:35 PM","LANG","108","MTWTH","HFA","300"
"ART","ART-302",3,"16/WI",2016,"WI",16,8," 1:30 PM"," 4:00 PM","LANG","208","MTWTH","HFA","300"
"ART","ART-302",3,"16/WI",2016,"WI",16,8," 9:30 AM"," 12:30 PM","LANG","208","MTWTH","HFA","300"
"ART","ART-302",3,"18/WI",2018,"WI",14,7," 1:30 PM"," 4:00 PM","LANG","208","MTWTH","HFA","300"
"ART","ART-302",3,"18/WI",2018,"WI",14,7," 9:30 AM"," 12:30 PM","LANG","208","MTWTH","HFA","300"
"ART","ART-320",3,"13/FA",2013,"FA",16,14," 9:40 AM"," 11:10 AM","LANG","208","TTH","HFA","300"
"ART","ART-320",3,"14/FA",2014,"FA",16,12," 9:40 AM"," 11:10 AM","LANG","208","TTH","HFA","300"
"ART","ART-320",3,"14/SP",2014,"SP",16,15," 9:40 AM"," 11:10 AM","LANG","208","TTH","HFA","300"
"ART","ART-320",3,"15/FA",2015,"FA",16,9," 9:40 AM"," 11:10 AM","LANG","208","TTH","HFA","300"
"ART","ART-320",3,"15/SP",2015,"SP",16,10," 9:40 AM"," 11:10 AM","LANG","209","TTH","HFA","300"
"ART","ART-320",3,"16/FA",2016,"FA",16,9," 9:40 AM"," 11:10 AM","LANG","209","TTH","HFA","300"
"ART","ART-320",3,"16/SP",2016,"SP",16,16," 9:40 AM"," 11:10 AM","LANG","208","TTH","HFA","300"
"ART","ART-320",3,"17/FA",2017,"FA",16,14," 9:40 AM"," 11:10 AM","LANG","209","TTH","HFA","300"
"ART","ART-320",3,"17/SP",2017,"SP",16,17," 9:40 AM"," 11:10 AM","LANG","209","TTH","HFA","300"
"ART","ART-320",3,"13/SP",2013,"SP",16,16," 9:40 AM"," 11:10 AM","LANG","208","TTH","HFA","300"
"ART","ART-320",3,"18/SP",2018,"SP",16,14," 9:40 AM"," 11:10 AM","LANG","202","TTH","HFA","300"
"ART","ART-321",3,"13/FA",2013,"FA",24,9," 1:00 PM"," 2:30 PM","LANG","204","TTH","HFA","300"
"ART","ART-321",3,"14/FA",2014,"FA",18,11," 9:40 AM"," 11:40 AM","LANG","204","TTH","HFA","300"
"ART","ART-321",3,"15/SP",2015,"SP",18,7," 10:20 AM"," 11:20 AM","LANG","202","MWF","HFA","300"
"ART","ART-321",3,"15/FA",2015,"FA",16,6," 9:40 AM"," 11:10 AM","LANG","204","TTH","HFA","300"
"ART","ART-321",3,"16/FA",2016,"FA",18,3," 9:40 AM"," 11:10 AM","COVE","4","TTH","HFA","300"
"ART","ART-321",3,"16/SP",2016,"SP",16,6," 9:40 AM"," 11:10 AM","LANG","204","TTH","HFA","300"
"ART","ART-321",3,"17/SP",2017,"SP",18,13," 9:40 AM"," 11:10 AM","COVE","4","TTH","HFA","300"
"ART","ART-321",3,"18/SP",2018,"SP",18,10," 9:40 AM"," 11:10 AM","LANG","201","TTH","HFA","300"
"ART","ART-324",3,"16/SP",2016,"SP",25,29," 1:00 PM"," 2:30 PM","KAIC","107","TTH","HFA","300"
"ART","ART-325",3,"17/SP",2017,"SP",25,12," 9:40 AM"," 11:10 AM","LANG","202","TTH","HFA","300"
"ART","ART-326",3,"15/FA",2015,"FA",25,7," 9:40 AM"," 11:10 AM","LANG","202","TTH","HFA","300"
"ART","ART-330",3,"13/FA",2013,"FA",16,13," 2:40 PM"," 4:10 PM","LANG","208","TTH","HFA","300"
"ART","ART-330",3,"13/FA",2013,"FA",16,13," 6:00 PM"," 9:00 PM","LANG","208","W","HFA","300"
"ART","ART-330",3,"15/FA",2015,"FA",16,11," 1:00 PM"," 2:30 PM","LANG","208","TTH","HFA","300"
"ART","ART-330",3,"15/FA",2015,"FA",16,11," 6:00 PM"," 9:00 PM","LANG","208","W","HFA","300"
"ART","ART-330",3,"16/FA",2016,"FA",16,9," 1:00 PM"," 2:30 PM","LANG","208","TTH","HFA","300"
"ART","ART-330",3,"16/FA",2016,"FA",16,9," 6:00 PM"," 9:00 PM","LANG","208","W","HFA","300"
"ART","ART-330",3,"17/FA",2017,"FA",16,6," 1:00 PM"," 2:30 PM","LANG","208","TTH","HFA","300"
"ART","ART-330",3,"17/FA",2017,"FA",16,6," 6:00 PM"," 9:00 PM","LANG","208","W","HFA","300"
"ART","ART-330",3,"14/FA",2014,"FA",16,4," 4:30 PM"," 7:30 PM","LANG","208","MW","HFA","300"
"ART","ART-341",3,"18/SP",2018,"SP",25,26," 1:00 PM"," 2:00 PM","LANG","204","MWF","HFA","300"
"ART","ART-342",3,"13/SP",2013,"SP",25,26," 2:40 PM"," 4:10 PM","LANG","204","TTH","HFA","300"
"ART","ART-342",3,"14/SP",2014,"SP",25,25," 1:00 PM"," 2:30 PM","LANG","204","TTH","HFA","300"
"ART","ART-342",3,"17/SP",2017,"SP",25,23," 1:00 PM"," 2:30 PM","LANG","204","TTH","HFA","300"
"ART","ART-342",3,"15/SP",2015,"SP",25,23," 2:05 PM"," 3:05 PM","BOON","104","MWF","HFA","300"
"ART","ART-351",3,"13/FA",2013,"FA",25,12," 9:40 AM"," 11:10 AM","LANG","204","TTH","HFA","300"
"ART","ART-351",3,"17/FA",2017,"FA",25,12," 9:40 AM"," 11:10 AM","LANG","202","TTH","HFA","300"
"ART","ART-355",3,"15/FA",2015,"FA",25,17," 2:40 PM"," 4:10 PM","KAIC","101","TTH","HFA","300"
"ART","ART-400",3,"13/SP",2013,"SP",16,14," 3:20 PM"," 4:50 PM","LANG","208","MW","HFA","400"
"ART","ART-400",3,"15/SP",2015,"SP",16,7," 3:20 PM"," 4:50 PM","LANG","208","MW","HFA","400"
"ART","ART-400",3,"17/SP",2017,"SP",16,8," 3:20 PM"," 4:50 PM","LANG","204","MW","HFA","400"
"ART","ART-400",3,"14/SP",2014,"SP",16,8," 3:20 PM"," 4:50 PM","LANG","208","MW","HFA","400"
"ART","ART-400",3,"16/SP",2016,"SP",16,9," 3:20 PM"," 4:50 PM","LANG","204","MW","HFA","400"
"ART","ART-400",3,"18/SP",2018,"SP",16,7," 5:00 PM"," 6:30 PM","LANG","209","TTH","HFA","400"
"ART","ART-415",2,"13/FA",2013,"FA",16,7," 1:00 PM"," 2:00 PM","LANG","209","MW","HFA","400"
"ART","ART-415",2,"14/FA",2014,"FA",16,4," 1:00 PM"," 2:00 PM","LANG","209","MW","HFA","400"
"ART","ART-415",2,"16/FA",2016,"FA",16,7," 1:00 PM"," 2:00 PM","LANG","209","MW","HFA","400"
"ART","ART-415",2,"17/FA",2017,"FA",16,5," 1:00 PM"," 2:00 PM","LANG","209","MW","HFA","400"
"ART","ART-415",2,"15/FA",2015,"FA",16,6," 1:00 PM"," 2:00 PM","LANG","204","MW","HFA","400"
"ART","IND-215",1,"17/SP",2017,"SP",40,4," 2:40 PM"," 3:40 PM","LANG","202","TH","HFA","200"
"ATH","ATH-101",3,"13/FA",2013,"FA",40,37," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","100"
"ATH","ATH-101",3,"14/FA",2014,"FA",40,36," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","100"
"ATH","ATH-101",3,"15/FA",2015,"FA",40,34," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","100"
"ATH","ATH-101",3,"16/FA",2016,"FA",30,27," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","100"
"ATH","ATH-101",3,"17/FA",2017,"FA",30,28," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","100"
"ATH","ATH-101",3,"18/FA",2018,"FA",30,30," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","100"
"ATH","ATH-128",3,"15/WI",2015,"WI",15,15," 8:30 AM"," 10:45 AM","STRA","106","MTWTH","SSH","100"
"ATH","ATH-128",3,"18/WI",2018,"WI",30,26," 8:00 AM"," 10:30 AM","STRA","106","MTWTHF","SSH","100"
"ATH","ATH-128",3,"19/WI",2019,"WI",20,0," 8:00 AM"," 10:30 AM",NA,NA,"MTWTHF","SSH","100"
"ATH","ATH-202",3,"13/SP",2013,"SP",20,19," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","200"
"ATH","ATH-202",3,"14/FA",2014,"FA",20,9," 9:10 AM"," 10:10 AM","STRA","106","MWF","SSH","200"
"ATH","ATH-202",3,"14/SP",2014,"SP",20,16," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","200"
"ATH","ATH-202",3,"15/FA",2015,"FA",40,40," 9:10 AM"," 10:10 AM","STRA","106","MWF","SSH","200"
"ATH","ATH-202",3,"17/SP",2017,"SP",30,29," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","200"
"ATH","ATH-202",3,"18/FA",2018,"FA",30,30," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","200"
"ATH","ATH-202",3,"18/SP",2018,"SP",30,28," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","200"
"ATH","ATH-206",3,"14/WI",2014,"WI",30,19," 8:30 AM"," 10:45 AM","STRA","106","MTWTH","SSH","200"
"ATH","ATH-249",3,"14/SP",2014,"SP",40,23," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","200"
"ATH","ATH-249",3,"15/SP",2015,"SP",40,26," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","200"
"ATH","ATH-249",3,"17/SP",2017,"SP",30,16," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","200"
"ATH","ATH-300",3,"14/SP",2014,"SP",30,32," 9:10 AM"," 10:10 AM","STRA","106","MWF","SSH","300"
"ATH","ATH-300",3,"18/FA",2018,"FA",20,15," 8:00 AM"," 9:00 AM","STRA","106","MWF","SSH","300"
"ATH","ATH-305",3,"13/FA",2013,"FA",30,33," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","300"
"ATH","ATH-305",3,"15/SP",2015,"SP",30,28," 8:00 AM"," 9:30 AM","STRA","106","TTH","SSH","300"
"ATH","ATH-305",3,"16/FA",2016,"FA",25,21," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","300"
"ATH","ATH-305",3,"18/SP",2018,"SP",20,18," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","300"
"ATH","ATH-308",3,"13/SP",2013,"SP",40,33," 9:10 AM"," 10:10 AM","STRA","106","MWF","SSH","300"
"ATH","ATH-308",3,"18/SP",2018,"SP",20,13," 9:10 AM"," 10:10 AM","STRA","106","MWF","SSH","300"
"ATH","ATH-309",3,"13/FA",2013,"FA",30,23," 9:10 AM"," 10:10 AM","STRA","201","MWF","SSH","300"
"ATH","ATH-309",3,"15/SP",2015,"SP",30,29," 8:00 AM"," 9:00 AM","STRA","106","MWF","SSH","300"
"ATH","ATH-309",3,"16/FA",2016,"FA",25,22," 8:00 AM"," 9:00 AM","STRA","106","MWF","SSH","300"
"ATH","ATH-404",3,"14/FA",2014,"FA",30,25," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","400"
"ATH","ATH-404",3,"17/FA",2017,"FA",20,5," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","400"
"ATH","ATH-404",3,"13/SP",2013,"SP",30,12," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","400"
"ATH","ATHSOC-290",3,"15/FA",2015,"FA",25,7," 1:00 PM"," 2:30 PM","STRA","106","TTH","SSH","200"
"ATH","ATHSOC-290",3,"17/FA",2017,"FA",20,7," 9:10 AM"," 10:10 AM","STRA","106","MWF","SSH","200"
"ATH","ATHSOC-290",3,"14/FA",2014,"FA",30,24," 2:40 PM"," 4:10 PM","STRA","201","TTH","SSH","200"
"ATH","ATHSOC-290",3,"16/FA",2016,"FA",20,6," 2:40 PM"," 4:10 PM","STRA","315","TTH","SSH","200"
"ATH","ATHSOC-290",3,"18/SP",2018,"SP",20,3," 9:40 AM"," 11:10 AM","KAIC","101","TTH","SSH","200"
"ATH","ATHSOC-290",3,"18/SP",2018,"SP",20,3," 9:40 AM"," 11:10 AM","KAIC","202","TTH","SSH","200"
"ATH","ATHSOC-490",2,"17/SP",2017,"SP",20,9," 9:10 AM"," 10:10 AM","STRA","106","MW","SSH","400"
"ATH","ATHSOC-490",2,"18/FA",2018,"FA",20,6," 9:10 AM"," 10:10 AM","KAIC","101","MW","SSH","400"
"ATH","ATHSOC-490",2,"15/FA",2015,"FA",20,10," 1:00 PM"," 2:00 PM","STRA","314","MW","SSH","400"
"ATH","ATHSOC-490",2,"17/FA",2017,"FA",20,4," 1:00 PM"," 2:00 PM","STRY","106","MW","SSH","400"
"ATH","SOC-100",3,"17/FA",2017,"FA",30,30," 1:00 PM"," 2:30 PM","BOON","103","TTH","SSH","100"
"ATH","SOC-100",3,"18/FA",2018,"FA",30,31," 1:00 PM"," 2:30 PM","CMLI","105","TTH","SSH","100"
"ATH","SOC-100",3,"18/SP",2018,"SP",30,35," 1:00 PM"," 2:30 PM","KAIC","107","TTH","SSH","100"
"ATH","SOC-100",3,"19/SP",2019,"SP",30,0," 1:00 PM"," 2:30 PM",NA,NA,"TTH","SSH","100"
"ATH","SOC-100",3,"13/FA",2013,"FA",40,39," 3:20 PM"," 4:20 PM","KAIC","107","MWF","SSH","100"
"ATH","SOC-100",3,"13/SP",2013,"SP",40,45," 9:40 AM"," 11:10 AM","BOON","103","TTH","SSH","100"
"ATH","SOC-100",3,"14/FA",2014,"FA",40,39," 9:40 AM"," 11:10 AM","BOON","103","TTH","SSH","100"
"ATH","SOC-100",3,"14/SP",2014,"SP",40,40," 9:40 AM"," 11:10 AM","BOON","103","TTH","SSH","100"
"ATH","SOC-100",3,"15/FA",2015,"FA",40,36," 9:40 AM"," 11:10 AM","MHAC","203/204","TTH","SSH","100"
"ATH","SOC-100",3,"15/SP",2015,"SP",40,38," 9:40 AM"," 11:10 AM","BOON","103","TTH","SSH","100"
"ATH","SOC-100",3,"16/FA",2016,"FA",30,24," 9:40 AM"," 11:10 AM","STRA","106","TTH","SSH","100"
"ATH","SOC-100",3,"16/SP",2016,"SP",30,28," 9:40 AM"," 11:10 AM","STRA","106","TTH","SSH","100"
"ATH","SOC-100",3,"17/SP",2017,"SP",30,30," 9:40 AM"," 11:10 AM","STRA","106","TTH","SSH","100"
"ATH","SOC-130",3,"13/WI",2013,"WI",35,15," 10:55 AM"," 1:10 PM","STRA","201","MTWTH","SSH","100"
"ATH","SOC-130",3,"14/WI",2014,"WI",30,27," 10:55 AM"," 1:10 PM","STRA","201","MTWTH","SSH","100"
